def(HAVE_X86),
def(HAVE_XTEST),
True,
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
def(THUMB_DEBUG),
!def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_XTEST),
