!def(USE_STABLE_LIBGNOMEUI),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(HAVE_XTEST),
True,
