!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
True,
def(THUMB_DEBUG),
!def(HAVE_XTEST),
!def(XShmGetEventBase),
def(HAVE_XTEST),
