def(THUMB_DEBUG),
!def(XShmGetEventBase),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(HAVE_XTEST),
def(__linux__),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_X86),
True,
def(ENABLE_REMEMBER_INFO),
!def(HAVE_X86),
