def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
!def(HAVE_X86),
def(HAVE_X86),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
True,
def(__linux__),
