def(HAVE_XTEST),
!def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
True,
!def(HAVE_X86),
!def(XShmGetEventBase),
