def(THUMB_DEBUG),
!def(HAVE_X86),
def(HAVE_XTEST),
True,
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
