def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_XTEST),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(XShmGetEventBase),
