def(HAVE_XTEST),
!def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
True,
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
def(HAVE_X86),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
