def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
True,
!def(HAVE_X86),
def(__linux__),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
def(HAVE_X86),
