def(HAVE_X86),
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
True,
!def(HAVE_X86),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_GTK_ONLY),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
def(__linux__),
