def(HAVE_X86),
True,
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
!def(HAVE_X86),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_XTEST),
