def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
True,
def(__linux__),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
def(HAVE_X86),
!def(HAVE_X86),
