def(HAVE_XTEST),
!def(HAVE_GTK_ONLY),
def(__linux__),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(HAVE_X86),
True,
def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_GTK_ONLY),
