def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
True,
def(HAVE_XTEST),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(__linux__),
!def(HAVE_GTK_ONLY),
