def(ENABLE_REMEMBER_INFO),
def(__linux__),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(HAVE_X86),
True,
!def(USE_STABLE_LIBGNOMEUI),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(HAVE_XTEST),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
