def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
True,
def(__linux__),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
def(HAVE_GTK_ONLY),
