def(ENABLE_REMEMBER_INFO),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(__linux__),
def(THUMB_DEBUG),
True,
def(HAVE_XTEST),
def(HAVE_X86),
!def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
