def(THUMB_DEBUG),
!def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(XShmGetEventBase),
def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
