!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
def(HAVE_X86),
!def(XShmGetEventBase),
def(HAVE_XTEST),
True,
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
