def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(HAVE_X86),
def(THUMB_DEBUG),
!def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
True,
def(__linux__),
