def(THUMB_DEBUG),
def(__linux__),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
True,
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
!def(HAVE_X86),
