def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(__linux__),
def(HAVE_X86),
True,
def(THUMB_DEBUG),
!def(HAVE_X86),
