def(HAVE_XTEST),
True,
def(ENABLE_REMEMBER_INFO),
def(__linux__),
!def(USE_STABLE_LIBGNOMEUI),
def(THUMB_DEBUG),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(HAVE_X86),
