def(HAVE_XTEST),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
def(__linux__),
!def(XShmGetEventBase),
!def(HAVE_X86),
True,
!def(HAVE_GTK_ONLY),
