def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
True,
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(HAVE_X86),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
!def(XShmGetEventBase),
def(__linux__),
