def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
True,
def(THUMB_DEBUG),
def(__linux__),
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(HAVE_XTEST),
!def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
def(HAVE_GTK_ONLY),
