!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(HAVE_GTK_ONLY),
def(THUMB_DEBUG),
def(HAVE_X86),
def(__linux__),
!def(HAVE_X86),
def(HAVE_XTEST),
True,
!def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
