def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
!def(HAVE_XTEST),
!def(XShmGetEventBase),
True,
def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
