!def(XShmGetEventBase),
def(__linux__),
!def(USE_STABLE_LIBGNOMEUI),
def(DEBUG_ENCODINGS),
!def(HAVE_HAL),
def(HAVE_XTEST),
def(HAVE_GTK_ONLY),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_HAL_0_5),
def(THUMB_DEBUG),
def(HAVE_HAL_0_2),
def(HAVE_HAL),
True,
def(ENABLE_REMEMBER_INFO),
