def(HAVE_XTEST),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
def(__linux__),
!def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(HAVE_X86),
