def(HAVE_XTEST),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
True,
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
def(THUMB_DEBUG),
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
!def(XShmGetEventBase),
