def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
!def(HAVE_X86),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
def(THUMB_DEBUG),
def(__linux__),
True,
