def(THUMB_DEBUG),
!def(XShmGetEventBase),
def(HAVE_XTEST),
def(__linux__),
!def(HAVE_X86),
True,
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
!def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
