def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
!def(XShmGetEventBase),
True,
def(HAVE_XTEST),
def(HAVE_X86),
def(__linux__),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
!def(HAVE_X86),
