def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(HAVE_XTEST),
!def(HAVE_X86),
!def(HAVE_XTEST),
True,
!def(XShmGetEventBase),
def(THUMB_DEBUG),
