!def(XShmGetEventBase),
def(HAVE_X86),
!def(HAVE_GTK_ONLY),
def(__linux__),
True,
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
