def(HAVE_XTEST),
!def(HAVE_GTK_ONLY),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
True,
def(ENABLE_REMEMBER_INFO),
def(__linux__),
def(HAVE_X86),
!def(HAVE_X86),
