def(ENABLE_REMEMBER_INFO),
!def(HAVE_X86),
def(THUMB_DEBUG),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
def(HAVE_X86),
!def(XShmGetEventBase),
def(__linux__),
True,
!def(USE_STABLE_LIBGNOMEUI),
