def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
def(THUMB_DEBUG),
def(__linux__),
!def(HAVE_GTK_ONLY),
True,
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
