def(HAVE_XTEST),
True,
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
