def(HAVE_XTEST),
def(THUMB_DEBUG),
!def(HAVE_XTEST),
!def(XShmGetEventBase),
True,
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
