!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
def(__linux__),
def(THUMB_DEBUG),
def(HAVE_X86),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
True,
def(HAVE_XTEST),
