def(THUMB_DEBUG),
def(__linux__),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
True,
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(HAVE_XTEST),
def(HAVE_X86),
!def(XShmGetEventBase),
!def(HAVE_X86),
