def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
!def(HAVE_X86),
!def(XShmGetEventBase),
True,
def(THUMB_DEBUG),
