def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
!def(HAVE_GTK_ONLY),
def(__linux__),
True,
!def(HAVE_X86),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
