def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
def(HAVE_X86),
!def(XShmGetEventBase),
def(HAVE_XTEST),
!def(HAVE_X86),
!def(HAVE_GTK_ONLY),
True,
def(ENABLE_REMEMBER_INFO),
