"Sistema","um","dois","tres","quatro","cinco","seis","sete","oito","nove","dez","onze"
"vim",0,0.0533055555555556,0.138055555555556,0.273805555555556,0.439777777777778,0.684027777777778,1.14466666666667,2.46127777777778,15.6738611111111,46.9356388888889,1463.87583333333
"PaceMaker",0,0.0144444444444444,0.0333333333333333,0.0847222222222222,0.224194444444445,0.494027777777778,1.00577777777778,2.12913888888889,5.65472222222222,19.9889166666667,5257.89222222222
"LibXML",0,0.149722222222222,0.499333333333333,1.17494444444445,2.46702777777778,4.77916666666667,16.6498611111111,22.708,42.4748888888889,19.9889166666667,2926.00111111111
"Lighttpd",0.000277777777777778,0.00666666666666667,0.0338888888888889,0.165555555555556,0.498111111111111,1.23458333333333,3.46613888888889,16.4211944444444,34.380611111111,97.8234722222223,3172.57888888889
"Collected",0,0.0116666666666667,0.0338888888888889,0.0928333333333334,0.211138888888889,0.473888888888889,1.08016666666667,3.21572222222222,18.0901666666667,41.1597222222222,2613.70722222222
"Syslog",0,0.00472222222222222,0.0238888888888889,0.0744166666666668,0.217972222222222,0.558888888888889,1.49247222222222,4.45138888888889,19.2038333333333,43.4310833333333,1397.50166666667
"ccache",0,0.0183333333333333,0.0550555555555556,0.119444444444444,0.251416666666667,0.518472222222222,1.54475,15.9312222222222,45.7628888888889,122.567333333333,16383.2036111111
"gawk",0.00111111111111111,0.0161666666666667,0.0484444444444445,0.113833333333333,0.284861111111111,0.717777777777778,6.8448888888889,22.6367777777778,44.6934722222222,74.6126111111111,1608.42666666667
"Gzip",0,0.0515,0.138583333333333,0.357,0.969972222222223,3.52138888888889,25.7495833333333,109.746777777778,351.821055555556,739.878666666667,41902.3358333333
"libnfc",0,0.0314444444444444,0.0811111111111111,0.189777777777778,0.387555555555556,0.815555555555556,2.079,5.64483333333334,22.7573055555556,89.2027222222222,3507.78083333333
"Libssh",0,0.0206944444444444,0.0505555555555556,0.095,0.18375,0.395416666666667,1.01430555555556,3.55652777777778,20.8995833333333,67.0777777777778,2782.2975
"librskafka",0,0.00583333333333333,0.0113888888888889,0.0263888888888889,0.0873888888888889,0.314583333333333,1.09702777777778,3.99977777777778,21.9047222222222,56.0689166666671,6041.675
"Mosquitto",0,0.0330555555555556,0.127805555555556,0.295722222222222,0.601805555555556,1.35888888888889,4.44361111111111,22.1518333333333,48.6150277777778,113.3635,726.701388888889
"MPSolve",0,0.0317222222222222,0.105833333333333,0.227388888888889,0.486222222222223,1.08222222222222,3.26163888888889,10.1751111111111,22.2436388888889,61.53,78952.2105555556
"OpenVPN",0,0.000277777777777778,0.134555555555556,0.635166666666667,1.95358333333333,6.7725,21.7879722222222,41.6695555555556,71.7639166666667,142.508444444444,2192.83638888889
"Ossec",0,0,0,0.000277777777777778,0.08825,0.299722222222222,0.765694444444445,2.30408333333333,8.22252777777779,23.7665,744.636111111111
"PianoBar",0.00222222222222222,0.0478333333333333,0.176833333333333,0.6305,3.22566666666667,18.725,39.7876111111112,92.5563333333334,162.925277777778,313.348166666667,3955.93138888889
"SilverSearch",0,0.0176111111111111,0.0502777777777778,0.109833333333333,0.267666666666667,0.630555555555556,2.34244444444444,16.6571111111111,38.5951666666667,93.7266666666667,1659.43888888889
"GNUPlot",0.000277777777777778,0.00666666666666667,0.0138888888888889,0.0562222222222224,0.366694444444444,1.58583333333333,4.83486111111111,16.2682222222222,24.2836111111111,49.0338888888889,1697276.54805556
"OpenSC",0,0.0172222222222222,0.0586111111111111,0.161055555555556,0.443805555555556,1.08388888888889,2.79952777777778,14.6056388888889,23.8423055555556,61.6001388888889,1621.84277777778
"dia",0,0.0969444444444444,0.463611111111111,1.09055555555556,2.46777777777778,5.33194444444444,16.7002777777778,22.2063888888889,31.5348611111111,65.5355555555556,7556.13694444444
"uwsgi",0,0.0586388888888889,0.143055555555556,0.290916666666667,0.544416666666667,0.990694444444445,1.89072222222222,4.05805555555556,14.3445,22.2099166666667,1613.61472222222
"mapserver",0,0.0219444444444444,0.0736944444444445,0.206444444444445,0.49888888888889,1.12861111111111,2.79975,7.571,18.3625277777778,37.9682777777778,700.434444444444
"Hexchat",0,0.0405555555555556,0.101388888888889,0.195,0.376638888888889,0.714722222222222,1.57980555555556,4.43866666666667,19.5878333333333,50.2922222222222,1241.08722222222
"ethersex",0,0.013,0.0461388888888889,0.116666666666667,0.276861111111111,0.609722222222222,1.42052777777778,3.95344444444445,18.2838333333333,43.1937777777778,3158.47527777778
"m4",0.00333333333333333,0.100555555555556,0.378055555555556,1.11777777777778,2.43319444444444,6.55694444444444,22.2097222222222,43.0725,89.1195833333333,261.252777777778,7583.30444444444
"totem",0,0.0613888888888889,0.222583333333333,0.551722222222222,1.20669444444445,2.35861111111111,4.64733333333333,15.833,21.9164166666667,43.3219444444444,740.961944444444
"gnuchess",0.0172222222222222,0.0782222222222222,0.188361111111111,0.353250000000001,0.725777777777778,1.71333333333333,10.2784444444445,42.0655,120.755555555556,477.331861111111,29574.2341666667
"Curl",0,0,0.0141666666666667,0.0580555555555556,0.166944444444444,0.402638888888889,0.890222222222223,2.00369444444445,5.36266666666668,20.3871111111111,15574.2577777778
"Sylpheed",0,0.0172222222222222,0.0502777777777778,0.109833333333333,0.267666666666667,0.630555555555556,2.34244444444444,16.6571111111111,38.5951666666667,93.7266666666667,1659.43888888889
